,,,,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227
2,Ngoài,Thân,3,4,0.646251,0.667607,0.673738,0.676537,0.680733,0.675261,0.670629,0.670609,0.672671,0.672745,0.670662,0.673008,0.673051,0.67391,0.672561,0.673153,0.671546,0.67232,0.666777,0.666723,0.662415,0.663016,0.659336,0.655724,0.65382,0.650781,0.646484,0.643831,0.640561,0.636626,0.633608,0.631599,0.626974,0.623724,0.620285,0.615882,0.613215,0.611095,0.607661,0.604388,0.601556,0.599486,0.596889,0.593893,0.590765,0.588634,0.586281,0.584265,0.582406,0.58186,0.581215,0.579694,0.578679,0.577885,0.57685,0.57573,0.574192,0.574384,0.575143,0.577476,0.580518,0.58682,0.593354,0.599873,0.60584,0.612155,0.616459,0.618931,0.619245,0.617096,0.615247,0.615711,0.614752,0.617481,0.620677,0.623087,0.6242,0.62521,0.62758,0.628038,0.626801,0.622794,0.61659,0.608333,0.601546,0.594187,0.588114,0.582857,0.579197,0.574677,0.57137,0.569263,0.566781,0.564986,0.563988,0.561574,0.561021,0.559879,0.55942,0.559578,0.559754,0.560497,0.561053,0.563431,0.566202,0.5697,0.572754,0.576405,0.580096,0.584218,0.588647,0.59487,0.601015,0.607364,0.614058,0.619991,0.627703,0.637586,0.646117,0.654054,0.662184,0.671316,0.679554,0.688455,0.698023,0.710913,0.726841,0.749758,0.775644,0.806668,0.857973,0.901576,0.944826,0.990918,1.034864,1.076852,1.113265,1.148608,1.175083,1.195193,1.2147,1.228509,1.244324,1.255596,1.25975,1.262389,1.267323,1.269837,1.27258,1.269295,1.268863,1.264364,1.259194,1.249201,1.23458,1.223024,1.206463,1.196239,1.183127,1.163844,1.148315,1.135185,1.121725,1.104382,1.090744,1.074906,1.056412,1.043465,1.031151,1.021799,1.012233,1.002558,0.989749,0.981439,0.967316,0.95812,0.946589,0.93277,0.916047,0.907369,0.899412,0.893083,0.885975,0.880205,0.873581,0.868081,0.861809,0.856649,0.849863,0.846896,0.842028,0.836914,0.831891,0.827806,0.823463,0.822472,0.815621,0.811565,0.80969,0.802454,0.800916,0.798055,0.796172,0.791861,0.789093,0.785142,0.785298,0.782502,0.783388,0.781289,0.78321,0.782922,0.781854,0.782787,0.777148,0.765628,0.756478,0.741356,0.731589,0.718154,0.718782,0.719663,0.736273,0.739054,0.764968,0.783871,0.801604,0.826423
2,Ngoài,Thân,3,5,0.649027,0.67098,0.67497,0.679858,0.679763,0.678144,0.67284,0.67363,0.672899,0.673649,0.674507,0.675459,0.675515,0.67584,0.675714,0.675974,0.674198,0.674146,0.667532,0.669345,0.664481,0.664197,0.660871,0.657872,0.65508,0.652186,0.64895,0.646511,0.643385,0.639873,0.635148,0.633214,0.628654,0.625323,0.621575,0.618195,0.615496,0.612643,0.609357,0.605944,0.60269,0.601176,0.598259,0.595811,0.593478,0.590609,0.588667,0.58688,0.584918,0.584135,0.583309,0.581606,0.581062,0.580347,0.579099,0.577525,0.57651,0.576548,0.577315,0.580054,0.583144,0.588186,0.59502,0.602595,0.608179,0.614698,0.6178,0.621831,0.62216,0.619377,0.618021,0.617941,0.617173,0.619004,0.623171,0.624822,0.62592,0.627339,0.629432,0.629481,0.62884,0.624936,0.618146,0.61053,0.603593,0.596666,0.589879,0.584318,0.581399,0.576857,0.573242,0.57093,0.568944,0.566967,0.565886,0.563822,0.563033,0.561653,0.561744,0.561384,0.561207,0.562011,0.563093,0.564831,0.568033,0.571425,0.574649,0.578062,0.581984,0.586212,0.590707,0.597098,0.60293,0.609704,0.616137,0.622888,0.630366,0.639766,0.648183,0.655953,0.664161,0.673449,0.682146,0.690159,0.700036,0.71326,0.729182,0.751857,0.778584,0.809623,0.860071,0.904054,0.947336,0.994491,1.037807,1.078786,1.117143,1.152658,1.177687,1.199691,1.218497,1.230464,1.247928,1.258365,1.260375,1.264993,1.269007,1.272871,1.274473,1.270374,1.269602,1.266518,1.260243,1.251929,1.236604,1.224124,1.208722,1.200273,1.18447,1.164563,1.151947,1.137396,1.122715,1.106023,1.092508,1.076892,1.059806,1.044601,1.033081,1.023343,1.01398,1.004119,0.991004,0.982639,0.969426,0.959944,0.94854,0.93543,0.918348,0.90971,0.900974,0.89528,0.888058,0.88152,0.875757,0.869523,0.864582,0.858896,0.851692,0.849157,0.844637,0.838432,0.832926,0.829115,0.825081,0.823704,0.817244,0.81358,0.811401,0.80549,0.801639,0.800837,0.797566,0.793417,0.791695,0.786609,0.786358,0.784024,0.7874,0.784684,0.785505,0.786501,0.784569,0.785639,0.777703,0.76851,0.756124,0.744528,0.732585,0.721933,0.718453,0.721565,0.736203,0.745401,0.761489,0.791987,0.795109,0.807439
2,Ngoài,Thân,4,1,0.558124,0.580812,0.588014,0.590712,0.591513,0.59076,0.584502,0.59012,0.591331,0.590966,0.591915,0.595278,0.596645,0.597306,0.597633,0.598453,0.598006,0.598529,0.594574,0.595816,0.594147,0.595529,0.594278,0.592729,0.592316,0.590731,0.589752,0.588722,0.587482,0.586348,0.584663,0.585044,0.583056,0.582203,0.580714,0.57957,0.57906,0.579992,0.579167,0.5785,0.577741,0.578499,0.578004,0.577918,0.578871,0.578409,0.579361,0.580158,0.580159,0.581998,0.583504,0.58426,0.585851,0.586882,0.588869,0.589202,0.590623,0.592361,0.595074,0.598877,0.603317,0.609888,0.6169,0.624816,0.630378,0.638312,0.642251,0.646901,0.648556,0.646948,0.647885,0.648757,0.648986,0.651391,0.656052,0.65946,0.660435,0.662474,0.665068,0.665917,0.666408,0.664948,0.659726,0.654113,0.648918,0.643843,0.639207,0.635,0.633046,0.629408,0.627273,0.626136,0.624411,0.623685,0.623812,0.621969,0.622093,0.621752,0.622108,0.622457,0.622784,0.624146,0.625406,0.628016,0.631203,0.634906,0.638238,0.641606,0.645639,0.649252,0.653823,0.659646,0.665078,0.671399,0.677701,0.683314,0.690969,0.699171,0.707437,0.714095,0.721926,0.729998,0.73774,0.745646,0.75413,0.766144,0.779994,0.799846,0.822851,0.848669,0.892033,0.927856,0.963518,1.002874,1.039747,1.073809,1.104584,1.134049,1.154707,1.173433,1.189431,1.201542,1.216318,1.225256,1.229119,1.235658,1.236813,1.243335,1.243681,1.241362,1.241341,1.240197,1.235123,1.229115,1.217835,1.210903,1.19658,1.189998,1.178737,1.163558,1.153413,1.14294,1.131638,1.118566,1.108985,1.096116,1.081376,1.070433,1.060008,1.053474,1.046502,1.039616,1.028548,1.021622,1.009369,1.001305,0.990847,0.979193,0.966308,0.958096,0.950551,0.946294,0.940554,0.934227,0.927526,0.922713,0.918144,0.914413,0.90763,0.905033,0.899339,0.894653,0.889277,0.885765,0.88128,0.88103,0.87384,0.869104,0.868187,0.861292,0.859093,0.857398,0.855038,0.849954,0.846835,0.842904,0.841531,0.838687,0.837969,0.836087,0.836664,0.835268,0.833281,0.834707,0.823495,0.81167,0.803322,0.786563,0.780086,0.764594,0.7599,0.760484,0.773577,0.781816,0.798094,0.820075,0.833654,0.843807
2,Ngoài,Thân,4,2,0.557912,0.582848,0.586618,0.592926,0.59362,0.593163,0.589203,0.590564,0.593421,0.593337,0.594663,0.598661,0.598307,0.59953,0.598964,0.600191,0.600822,0.601887,0.598379,0.599074,0.597202,0.598528,0.597472,0.595652,0.594874,0.594279,0.592345,0.59139,0.5908,0.589386,0.587842,0.587976,0.5862,0.585168,0.583932,0.582758,0.582347,0.582857,0.581288,0.581202,0.581044,0.581665,0.580962,0.580955,0.581921,0.582096,0.582339,0.58303,0.583491,0.584184,0.586215,0.586967,0.588874,0.589477,0.590361,0.591883,0.593182,0.59515,0.596983,0.601615,0.606307,0.611801,0.619496,0.626765,0.633393,0.640577,0.644759,0.649015,0.651051,0.649669,0.649659,0.651729,0.651351,0.654038,0.658904,0.661361,0.66292,0.664825,0.66741,0.668207,0.669132,0.666886,0.662122,0.656305,0.651419,0.64606,0.641502,0.637682,0.635688,0.631547,0.629322,0.627766,0.62695,0.626474,0.626319,0.624488,0.62506,0.624282,0.625066,0.624956,0.626035,0.627193,0.627807,0.630065,0.634059,0.637487,0.640639,0.644543,0.64843,0.652061,0.656758,0.662405,0.667967,0.674466,0.680483,0.686297,0.693109,0.701772,0.710059,0.716405,0.725047,0.733548,0.740833,0.7492,0.757395,0.769307,0.782776,0.803087,0.825797,0.852346,0.894845,0.932194,0.969212,1.007389,1.043126,1.077183,1.109837,1.138918,1.15971,1.178202,1.194477,1.206103,1.221325,1.22982,1.234256,1.240511,1.241967,1.245857,1.24792,1.245375,1.245945,1.244522,1.238799,1.233056,1.222896,1.213327,1.202821,1.193514,1.183188,1.167421,1.156728,1.145505,1.134738,1.121162,1.110351,1.098998,1.084306,1.072847,1.063176,1.056386,1.049488,1.042097,1.031916,1.024912,1.012575,1.003397,0.993356,0.982161,0.968679,0.961378,0.954939,0.948363,0.943376,0.936802,0.930926,0.925873,0.920807,0.915154,0.910608,0.907793,0.902783,0.897106,0.893003,0.888484,0.885251,0.883699,0.877976,0.87262,0.870804,0.864735,0.861691,0.860497,0.856764,0.853187,0.850398,0.844609,0.843665,0.842336,0.842671,0.838773,0.838096,0.84039,0.835674,0.835573,0.829991,0.81806,0.805636,0.794072,0.780398,0.767601,0.76083,0.766007,0.782453,0.788132,0.795221,0.824743,0.820025,0.839421
2,Ngoài,Thân,4,3,0.558477,0.584852,0.590584,0.595207,0.594906,0.59458,0.590541,0.592616,0.595386,0.595761,0.596995,0.598908,0.601297,0.602344,0.602469,0.602326,0.603638,0.604012,0.600051,0.601845,0.600981,0.601659,0.60071,0.599395,0.598389,0.597899,0.597134,0.595527,0.594953,0.593305,0.592062,0.591898,0.590378,0.588346,0.587793,0.586828,0.586685,0.587054,0.58544,0.585388,0.584294,0.584859,0.585018,0.584498,0.585368,0.585369,0.585717,0.586725,0.5862,0.588151,0.589536,0.590267,0.591933,0.593115,0.594555,0.595388,0.596436,0.597699,0.600056,0.604906,0.609266,0.614895,0.622757,0.630548,0.636345,0.643721,0.647851,0.651253,0.653643,0.652219,0.651644,0.65361,0.653228,0.655704,0.661298,0.663938,0.664774,0.66738,0.669462,0.670547,0.671238,0.669164,0.664452,0.658291,0.653037,0.648387,0.643294,0.639389,0.637455,0.633967,0.631315,0.630214,0.629228,0.628932,0.628616,0.627088,0.627537,0.626629,0.627536,0.627398,0.627866,0.628928,0.630612,0.632737,0.636151,0.639772,0.642953,0.646914,0.650679,0.654347,0.659499,0.665126,0.670796,0.676635,0.68291,0.689119,0.696136,0.705019,0.713087,0.719711,0.727824,0.73646,0.74385,0.752044,0.76062,0.772825,0.78669,0.806879,0.829606,0.855394,0.899525,0.936026,0.972361,1.011338,1.047051,1.081483,1.114072,1.143834,1.165536,1.183522,1.198759,1.211204,1.225144,1.23581,1.238062,1.242715,1.247205,1.25099,1.25226,1.251279,1.250632,1.249239,1.244481,1.239207,1.22738,1.217907,1.207043,1.19916,1.187086,1.170328,1.160569,1.152411,1.139028,1.126347,1.114563,1.101494,1.08834,1.07664,1.066534,1.059639,1.053714,1.045704,1.03531,1.027639,1.016366,1.007573,0.996381,0.986299,0.972356,0.965362,0.957103,0.952883,0.94729,0.941505,0.93503,0.929625,0.923354,0.919273,0.91378,0.912157,0.907449,0.900663,0.895893,0.89284,0.889072,0.887415,0.881992,0.876841,0.875816,0.869159,0.866282,0.864595,0.861955,0.856788,0.854692,0.849102,0.847414,0.845848,0.84564,0.843184,0.842792,0.84377,0.841472,0.841305,0.832775,0.822755,0.811444,0.797973,0.787347,0.773567,0.76593,0.771036,0.782954,0.796652,0.800261,0.821306,0.838432,0.852297
2,Ngoài,Thân,4,4,0.563619,0.587595,0.591132,0.597517,0.596009,0.59608,0.592591,0.593571,0.596058,0.597722,0.597501,0.601856,0.601816,0.603218,0.603622,0.605283,0.605428,0.606276,0.603921,0.604689,0.603182,0.604535,0.603672,0.601978,0.600778,0.600347,0.598488,0.598204,0.596782,0.595577,0.59457,0.594605,0.592372,0.591555,0.590638,0.589281,0.588388,0.588639,0.587313,0.586838,0.586209,0.587299,0.587165,0.58638,0.587893,0.587747,0.587829,0.588201,0.588591,0.590343,0.591397,0.591999,0.593911,0.595055,0.595774,0.597205,0.598477,0.600086,0.601888,0.606402,0.61133,0.616783,0.624392,0.632294,0.638417,0.645175,0.649494,0.653287,0.655923,0.654529,0.654088,0.655681,0.65577,0.659132,0.662684,0.665658,0.666861,0.669325,0.671767,0.672105,0.672974,0.670704,0.66587,0.659976,0.654914,0.650029,0.644707,0.641462,0.639185,0.635505,0.633199,0.631612,0.630768,0.630176,0.62984,0.628774,0.62875,0.628408,0.629045,0.62918,0.630152,0.631234,0.632467,0.634552,0.63792,0.641356,0.644813,0.648555,0.652451,0.65592,0.660927,0.667104,0.672661,0.678711,0.684178,0.690843,0.697881,0.706555,0.714446,0.722083,0.730391,0.738433,0.746275,0.754354,0.763253,0.774025,0.788507,0.808623,0.831643,0.85823,0.901373,0.937909,0.974652,1.014499,1.050141,1.084496,1.116803,1.146705,1.167192,1.186974,1.203608,1.214051,1.227675,1.23859,1.24214,1.246184,1.248985,1.253184,1.255774,1.253491,1.253369,1.252346,1.246604,1.241437,1.228744,1.220822,1.208495,1.201037,1.188193,1.174685,1.162478,1.152527,1.140711,1.127704,1.118124,1.104731,1.090059,1.078435,1.068996,1.063191,1.05511,1.048131,1.037507,1.030439,1.018454,1.009999,0.998815,0.987067,0.9745,0.966255,0.96011,0.95412,0.94712,0.943204,0.935709,0.931711,0.927696,0.921224,0.914164,0.914302,0.909855,0.903927,0.898764,0.895709,0.890402,0.889509,0.882117,0.877596,0.876898,0.869991,0.866997,0.865427,0.860728,0.857332,0.855875,0.851062,0.850057,0.847883,0.848076,0.844966,0.844315,0.844851,0.840201,0.844186,0.837221,0.825564,0.814369,0.796511,0.788202,0.775891,0.772309,0.772357,0.78628,0.794869,0.811719,0.837915,0.843012,0.862237
2,Ngoài,Thân,4,5,0.564454,0.584297,0.593839,0.596581,0.597302,0.594876,0.592464,0.594628,0.599095,0.597125,0.600025,0.603007,0.603121,0.604026,0.603807,0.605724,0.60671,0.606006,0.603729,0.60484,0.602938,0.605454,0.603386,0.602139,0.601405,0.600912,0.598785,0.598762,0.596837,0.596073,0.594783,0.594401,0.593029,0.592099,0.590377,0.589469,0.58863,0.588827,0.587993,0.587492,0.587282,0.587299,0.587484,0.587278,0.588082,0.588617,0.588621,0.588626,0.588479,0.590531,0.591887,0.592714,0.594465,0.595113,0.596502,0.597506,0.599029,0.600544,0.602596,0.606975,0.611296,0.617197,0.625101,0.632581,0.638453,0.64507,0.650089,0.654438,0.655531,0.654712,0.65397,0.655649,0.656216,0.658984,0.662469,0.666107,0.667099,0.670051,0.672093,0.672845,0.673705,0.671371,0.666162,0.660368,0.655429,0.649635,0.645152,0.641654,0.638989,0.635743,0.633507,0.632017,0.630901,0.630683,0.630498,0.629047,0.629484,0.628623,0.628822,0.629039,0.630172,0.631364,0.632733,0.635051,0.638132,0.64153,0.645464,0.648489,0.652706,0.656509,0.660832,0.666875,0.672918,0.678975,0.684871,0.690954,0.698316,0.707201,0.715043,0.722127,0.730903,0.739005,0.746357,0.754417,0.763331,0.775217,0.788575,0.808974,0.832149,0.85908,0.902113,0.939203,0.975733,1.015116,1.05123,1.085172,1.11662,1.146411,1.169194,1.188226,1.2033,1.213356,1.230079,1.240049,1.241857,1.246663,1.249169,1.253487,1.256725,1.252977,1.253942,1.251797,1.246188,1.24185,1.229416,1.220623,1.207344,1.200146,1.189292,1.173557,1.162488,1.152633,1.140843,1.127639,1.118233,1.104563,1.089384,1.079105,1.068578,1.062917,1.0552,1.0476,1.037515,1.03036,1.018344,1.010209,0.999673,0.987414,0.97421,0.966329,0.960671,0.954541,0.94906,0.94262,0.937575,0.932687,0.927172,0.922119,0.916422,0.914318,0.908917,0.903848,0.899113,0.895154,0.891679,0.89009,0.882786,0.878317,0.876811,0.87014,0.867695,0.865783,0.86369,0.858183,0.856198,0.8517,0.850487,0.847862,0.848989,0.844698,0.844789,0.844935,0.839866,0.843962,0.835633,0.825294,0.812202,0.798009,0.786772,0.772354,0.766322,0.773272,0.788968,0.794261,0.812807,0.829741,0.838184,0.863523
2,Ngoài,Thân,5,1,0.580062,0.606287,0.610572,0.612769,0.615695,0.615,0.615213,0.616204,0.618002,0.619944,0.619807,0.624399,0.625023,0.627188,0.627999,0.630237,0.629636,0.63123,0.627897,0.630542,0.628268,0.630532,0.628361,0.626792,0.626637,0.625715,0.624522,0.623338,0.621781,0.620768,0.619797,0.619834,0.617843,0.616388,0.61472,0.614272,0.613659,0.61432,0.612388,0.611619,0.611027,0.611101,0.611579,0.610952,0.611145,0.611231,0.612029,0.612072,0.611946,0.613087,0.614086,0.614152,0.616198,0.615584,0.618116,0.618285,0.619505,0.621277,0.622743,0.627328,0.632543,0.638585,0.646427,0.654312,0.661406,0.668852,0.674553,0.678692,0.680946,0.680367,0.679289,0.680943,0.682034,0.684735,0.689346,0.693192,0.694714,0.697404,0.699896,0.700828,0.701309,0.69893,0.693388,0.68683,0.680866,0.673893,0.66896,0.664626,0.661481,0.657723,0.655322,0.653678,0.652256,0.650935,0.650398,0.648759,0.649081,0.648234,0.648525,0.648537,0.649021,0.650593,0.651582,0.65425,0.657873,0.661621,0.665029,0.66853,0.672911,0.677393,0.682022,0.688474,0.694684,0.701242,0.707318,0.713603,0.721625,0.731033,0.738988,0.746422,0.755633,0.76459,0.772257,0.781338,0.790944,0.803261,0.81825,0.839774,0.863422,0.891293,0.937351,0.973899,1.012733,1.052436,1.089249,1.125542,1.157304,1.188576,1.209502,1.228235,1.245832,1.256226,1.271455,1.281624,1.28582,1.290166,1.293386,1.294438,1.298104,1.296217,1.295575,1.292805,1.288405,1.28108,1.268592,1.260105,1.246385,1.239439,1.226598,1.211365,1.202257,1.190524,1.178053,1.163769,1.153256,1.139413,1.125565,1.113103,1.102807,1.096394,1.088673,1.081154,1.07054,1.062937,1.052503,1.042654,1.031691,1.020042,1.006484,0.998951,0.992447,0.98721,0.981046,0.975075,0.968853,0.9647,0.957739,0.953661,0.947931,0.946376,0.941227,0.935401,0.932033,0.928127,0.923949,0.921908,0.917352,0.912967,0.910705,0.903759,0.901763,0.900104,0.897719,0.893872,0.892769,0.886886,0.887758,0.88529,0.885804,0.886006,0.883822,0.883892,0.881676,0.885088,0.87749,0.868027,0.857105,0.845334,0.834355,0.820318,0.817586,0.82275,0.836308,0.851186,0.867161,0.895085,0.907316,0.925951
2,Ngoài,Thân,5,2,0.580161,0.604272,0.611883,0.612635,0.615411,0.614167,0.614824,0.616138,0.616613,0.618539,0.620371,0.624724,0.625394,0.627172,0.627644,0.629284,0.631026,0.631665,0.628544,0.630453,0.628358,0.630642,0.628759,0.627309,0.626667,0.626165,0.624532,0.624017,0.622299,0.621544,0.620138,0.620036,0.61845,0.617779,0.616078,0.614998,0.613669,0.614737,0.612774,0.612615,0.611599,0.61208,0.612548,0.611418,0.61187,0.612059,0.611605,0.611854,0.612154,0.613429,0.614103,0.614813,0.615542,0.6165,0.617653,0.619181,0.619686,0.621186,0.622812,0.627929,0.632379,0.63939,0.646733,0.654786,0.661873,0.66997,0.673914,0.678784,0.681209,0.679426,0.679443,0.681693,0.681652,0.685198,0.689812,0.692998,0.694573,0.697251,0.700313,0.70086,0.701246,0.698917,0.693205,0.686685,0.680324,0.67465,0.668475,0.664408,0.661506,0.657945,0.655322,0.653435,0.651994,0.650838,0.651289,0.649035,0.649394,0.648329,0.648666,0.648947,0.649938,0.651123,0.652173,0.654493,0.658486,0.661807,0.665183,0.669017,0.673176,0.677599,0.682441,0.689172,0.694658,0.701692,0.707695,0.714233,0.72173,0.731759,0.739894,0.747353,0.756071,0.765329,0.773536,0.781841,0.791522,0.803947,0.819354,0.839989,0.864044,0.892872,0.938128,0.976214,1.013604,1.054786,1.091644,1.126589,1.160734,1.191562,1.213353,1.231669,1.248282,1.259444,1.274236,1.283719,1.287739,1.291621,1.295519,1.297623,1.300125,1.298567,1.298689,1.29659,1.29014,1.283865,1.270215,1.262395,1.249678,1.241359,1.227879,1.213843,1.200532,1.191084,1.178115,1.164563,1.154055,1.140868,1.125819,1.114391,1.104875,1.098093,1.088016,1.081674,1.070723,1.064816,1.05286,1.043635,1.032724,1.020367,1.007767,0.999668,0.993641,0.986765,0.98107,0.976161,0.969739,0.964411,0.96027,0.953936,0.948142,0.947718,0.941819,0.937043,0.931733,0.928092,0.92452,0.924014,0.918005,0.913087,0.910968,0.904499,0.901782,0.901225,0.89866,0.894787,0.893569,0.888611,0.887435,0.885818,0.887441,0.885271,0.885331,0.885553,0.884201,0.886017,0.879376,0.869782,0.857284,0.845472,0.833935,0.823891,0.818649,0.823777,0.837312,0.849589,0.866188,0.890966,0.903643,0.915427
2,Ngoài,Thân,5,3,0.576832,0.6028,0.608511,0.611722,0.615926,0.61433,0.611081,0.613426,0.616801,0.617901,0.620371,0.62221,0.624265,0.626392,0.625113,0.627234,0.628767,0.630483,0.62706,0.629426,0.626759,0.628671,0.627497,0.626116,0.625729,0.624245,0.62399,0.622504,0.620621,0.619968,0.618971,0.618737,0.616966,0.616445,0.614843,0.613936,0.612865,0.612705,0.611482,0.611502,0.610451,0.61105,0.610576,0.609971,0.610331,0.610616,0.610682,0.610888,0.610182,0.611638,0.613039,0.613548,0.614796,0.615528,0.616465,0.617089,0.61806,0.619899,0.622062,0.626597,0.631565,0.637576,0.645454,0.653903,0.660326,0.66823,0.67332,0.67778,0.679303,0.677892,0.677361,0.678935,0.680044,0.683215,0.687332,0.691486,0.692882,0.695451,0.698303,0.699392,0.69955,0.697265,0.691869,0.684664,0.678786,0.672698,0.667198,0.662777,0.660473,0.655792,0.653741,0.651554,0.650706,0.649572,0.649347,0.647784,0.647378,0.647313,0.646627,0.647367,0.648331,0.649372,0.650744,0.653421,0.656539,0.660424,0.663836,0.667879,0.672506,0.676354,0.681148,0.687448,0.693367,0.700024,0.706271,0.713012,0.720286,0.73036,0.738886,0.746597,0.75488,0.76395,0.771839,0.780987,0.789452,0.802912,0.817871,0.839183,0.863358,0.891531,0.936295,0.975582,1.012314,1.053641,1.090324,1.126885,1.159588,1.189293,1.210371,1.231408,1.247725,1.258777,1.273436,1.282924,1.28627,1.290191,1.294253,1.297739,1.298906,1.294456,1.298248,1.292754,1.288163,1.281923,1.269452,1.259586,1.246832,1.239764,1.226994,1.211926,1.199865,1.188836,1.175573,1.163247,1.152763,1.139019,1.123409,1.11269,1.102771,1.095981,1.088238,1.079659,1.069873,1.062198,1.04963,1.04175,1.032021,1.018801,1.006084,0.99748,0.99075,0.98578,0.979584,0.974152,0.968989,0.962562,0.958205,0.95448,0.947735,0.946666,0.939728,0.934911,0.93169,0.927728,0.923274,0.922006,0.916321,0.912443,0.910406,0.902945,0.90125,0.900382,0.89678,0.892378,0.891545,0.885535,0.885797,0.884169,0.885236,0.883646,0.884291,0.882999,0.883747,0.8874,0.87787,0.868175,0.85861,0.845,0.836772,0.821422,0.816968,0.822856,0.833399,0.842896,0.866772,0.89169,0.89516,0.926447
2,Ngoài,Thân,5,4,0.578974,0.605592,0.609755,0.610963,0.61753,0.612051,0.612592,0.613921,0.617436,0.617827,0.619545,0.622471,0.62179,0.624597,0.625743,0.628568,0.628998,0.629117,0.627115,0.629652,0.627291,0.629123,0.627523,0.626523,0.625016,0.624001,0.623227,0.622436,0.620611,0.619651,0.619633,0.619092,0.616533,0.61645,0.614881,0.613359,0.613021,0.612752,0.611351,0.611095,0.610376,0.610324,0.611321,0.60963,0.610304,0.610553,0.610356,0.610494,0.610305,0.612171,0.613135,0.613409,0.614558,0.615247,0.61647,0.61628,0.618202,0.620037,0.621707,0.626615,0.630814,0.637688,0.645203,0.653657,0.659626,0.667685,0.672654,0.676589,0.678662,0.678468,0.677246,0.679265,0.67992,0.683139,0.687901,0.691217,0.692256,0.694917,0.698884,0.699156,0.699299,0.696836,0.690851,0.683669,0.678003,0.672143,0.666504,0.662454,0.659905,0.6557,0.653449,0.65185,0.650541,0.649392,0.648952,0.647106,0.647334,0.646901,0.646749,0.647815,0.648217,0.649418,0.650973,0.653165,0.656635,0.660566,0.664169,0.667477,0.67229,0.675936,0.680947,0.687666,0.693441,0.700181,0.706414,0.712844,0.720614,0.730706,0.738642,0.746062,0.755025,0.764385,0.772557,0.781161,0.790334,0.803096,0.818099,0.839132,0.863013,0.891919,0.937486,0.976609,1.013455,1.05357,1.091356,1.127342,1.160973,1.191127,1.212489,1.231888,1.24659,1.260076,1.274843,1.283383,1.288015,1.290065,1.294687,1.296053,1.296298,1.295612,1.297136,1.294835,1.290563,1.28336,1.269661,1.259815,1.24548,1.239416,1.226101,1.212079,1.200596,1.189384,1.177435,1.16395,1.152004,1.137073,1.124121,1.111251,1.103387,1.096645,1.087467,1.079632,1.069042,1.0614,1.051622,1.041909,1.031204,1.018023,1.005013,0.996869,0.992121,0.986201,0.980172,0.973969,0.968208,0.964043,0.958874,0.953183,0.946159,0.946228,0.941636,0.93617,0.931631,0.927841,0.924054,0.922785,0.916501,0.912122,0.909938,0.90267,0.900979,0.899579,0.898022,0.893872,0.892289,0.887938,0.886754,0.883997,0.885165,0.884219,0.88111,0.882802,0.882553,0.887532,0.87988,0.868357,0.854892,0.842333,0.831599,0.822227,0.818708,0.822856,0.839588,0.844835,0.865864,0.897118,0.894217,0.9099
